,cat1,cat2,name,資料範圍,繪製者（學號_姓名）,href,dep,date,type,複分類
FALSE,權力、決策與影響力,現任公務人員及非民選公職人員,行政院暨所屬機關學校進用女性情形表,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=%24WsS93AMauVKlSMeGo3mYA%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,行政院人事行政總處,2022-04-06,統計表檢視,性別，年度別，職務別
FALSE,權力、決策與影響力,現任公務人員及非民選公職人員,行政院所屬各機關暨地方政府人事機構人事人員官職等統計(依官等及性別區分),,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=j8SucMR3AAcbXEn5eIsfYA%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,行政院人事行政總處,2022-04-06,統計表檢視,年度別，機關別，性別，官等別
FALSE,權力、決策與影響力,現任公務人員及非民選公職人員,行政院所屬各機關暨地方政府公務人員訓練進修性別統計表,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=LHdaoteKaclm3xV8XKrSag%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,行政院人事行政總處,2022-04-06,統計表檢視,年度別，機關別，性別，訓練進修類別
FALSE,權力、決策與影響力,現任公務人員及非民選公職人員,中央銀行理監事人數及比率,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=dxSn6XDmbI%24nmkXqcmRQcA%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,中央銀行,2022-04-15,統計表檢視,性別，年度別
FALSE,權力、決策與影響力,政治參與,直轄市長、直轄市議員候選人及當選人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=fF9SGv%24vCZiGxlgqLAdb6A%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,中央選舉委員會,2022-04-18,統計表檢視,年齡別，年度別，直轄市別，性別
FALSE,權力、決策與影響力,政治參與,總統、副總統候選人及當選人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=hfx9RfdyZwSiOHt67TxAxg%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,中央選舉委員會,2022-04-14,統計表檢視,性別，年度別，屆別
FALSE,權力、決策與影響力,政治參與,縣(市)長、縣(市)議員候選人及當選人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=10TsVn5ln89Rz3PhqsitLw%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,中央選舉委員會,2022-04-13,統計表檢視,年齡別，年度別，縣市別，性別
FALSE,權力、決策與影響力,政治參與,鄉(鎮、市)長候選人及當選人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=cSvsotAFqRSLAoIal%249cnw%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,中央選舉委員會,2022-04-12,統計表檢視,年齡別，年度別，縣市別，性別
FALSE,權力、決策與影響力,政治參與,總統、副總統選舉投票人數及比率,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=dmiWOG8Q0nAs4eErzSD4!Q%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,中央選舉委員會,2021-02-03,統計表檢視,縣市別，性別，屆別
FALSE,權力、決策與影響力,政治參與,縣(市)長投票人數及比率,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=Wb6mZVrI3VmCQekGUm9tCA%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,中央選舉委員會,2020-08-25,統計表檢視,性別，縣市別，年度別
FALSE,權力、決策與影響力,政治參與,直轄市長投票人數及比率,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=7VbKmbIQU30DffJktvApHQ%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,中央選舉委員會,2020-08-25,統計表檢視,年度別，性別，直轄市別
FALSE,環境、能源與科技,環境、能源與科技之就業,臺鐵列車駕駛員 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=5mhRg5l0VIe5ZIL6wPWswQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,交通部,2022-05-03,互動式查詢,年度別，年齡別，性別，員工職別(機車長、司機員)
FALSE,環境、能源與科技,環境、能源與科技之就業,高鐵、北捷及高捷列車駕駛員 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=lyu9MAC8jZ3ckTwvpst1bw%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,交通部,2022-05-03,互動式查詢,年度別，年齡別，性別，鐵路機構別
FALSE,環境、能源與科技,環境、能源與科技之就業,國籍航空公司受雇員工年齡分布 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=8250l90sD1JfdPvzGAoicA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,交通部,2022-05-03,互動式查詢,年度別，年齡別，性別，員工職別
FALSE,環境、能源與科技,環境、能源與科技之就業,各類航空人員現職持證人數 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=ZpubLQgx7UUay0q5VhwkIw%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,交通部,2022-05-03,互動式查詢,職務別，性別，年度別
FALSE,環境、能源與科技,環境、能源與科技之就業,旅行業從業人員 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=6mTSZPhT6e8XKr00!p19LA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,交通部,2022-05-03,互動式查詢,年度別，性別，縣市別
FALSE,環境、能源與科技,環境、能源與科技之就業,旅行業領有證照且實際執業導遊人員 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=Bh!4FN0dKqE8JM0FCrNUwQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,交通部,2022-05-03,互動式查詢,年度別，年齡別，性別
FALSE,環境、能源與科技,環境、能源與科技之就業,旅行業領有證照且實際執業領隊人員 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=SiaXwoFSCCUiHcQJNgHx2Q%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,交通部,2022-05-03,互動式查詢,年度別，年齡別，性別
FALSE,環境、能源與科技,環境、能源與科技之教育,大專校院環境相關科系(所)教師人數 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=Ryc4qEyv%246QZ7UyL3mrDvA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-05-03,互動式查詢,縣市別，學年度別，性別，設立別
FALSE,環境、能源與科技,環境、能源與科技之教育,大專校院專任教師人數 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=MRupiTHw9qlw8juWgV2FjA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-05-03,互動式查詢,學年度別，領域						，職級，性別，科系3分類(人文、社會、科技)，學科別(按OECD坎培拉手冊歸類)
FALSE,環境、能源與科技,環境、能源與科技之教育,大專校院環境相關科系(所)在學學生人數 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=Lmdov4!8VnoITscsIe67Sg%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-05-03,互動式查詢,性別，學年度別，縣市別，設立別
FALSE,環境、能源與科技,環境、能源與科技之教育,大專校院環境相關科系(所)畢業學生人數 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=%24ylZP8ttLJKHt0mE2s6fdg%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-05-03,互動式查詢,性別，學年度別，縣市別，設立別
FALSE,環境、能源與科技,環境、能源與科技之教育,國中小教師數(任教領域) *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=MCrDFjK503n4jKQEcTaGRA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-01-19,互動式查詢,學年度別，性別，任教領域(自然與生活科技等)，教育階段
FALSE,環境、能源與科技,環境、能源與科技之就業,臺鐵列車駕駛員,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=5mhRg5l0VIe5ZIL6wPWswQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,交通部,2022-05-03,互動式查詢,年度別，年齡別，性別，員工職別(機車長、司機員)
FALSE,環境、能源與科技,環境、能源與科技之就業,高鐵、北捷及高捷列車駕駛員,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=lyu9MAC8jZ3ckTwvpst1bw%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,交通部,2022-05-03,互動式查詢,年度別，年齡別，性別，鐵路機構別
FALSE,環境、能源與科技,環境、能源與科技之就業,國籍航空公司受雇員工年齡分布,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=8250l90sD1JfdPvzGAoicA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,交通部,2022-05-03,互動式查詢,年度別，年齡別，性別，員工職別
FALSE,環境、能源與科技,環境、能源與科技之就業,各類航空人員現職持證人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=ZpubLQgx7UUay0q5VhwkIw%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,交通部,2022-05-03,互動式查詢,職務別，性別，年度別
FALSE,環境、能源與科技,環境、能源與科技之就業,旅行業從業人員,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=6mTSZPhT6e8XKr00!p19LA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,交通部,2022-05-03,互動式查詢,年度別，性別，縣市別
FALSE,環境、能源與科技,環境、能源與科技之就業,旅行業領有證照且實際執業導遊人員,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=Bh!4FN0dKqE8JM0FCrNUwQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,交通部,2022-05-03,互動式查詢,年度別，年齡別，性別
FALSE,環境、能源與科技,環境、能源與科技之就業,旅行業領有證照且實際執業領隊人員,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=SiaXwoFSCCUiHcQJNgHx2Q%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,交通部,2022-05-03,互動式查詢,年度別，年齡別，性別
FALSE,環境、能源與科技,交通運輸,領有駕駛執照人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=LYPoJD9Q6x85ktHnvtM9HA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,交通部,2022-05-03,互動式查詢,年度別，年齡別，性別，類別(汽、機車、職業及普通駕駛人)
FALSE,環境、能源與科技,災害防救,空難事件人員傷亡情形,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=rGLgaqFOA7DyqVk!3k0t3Q%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,交通部,2022-05-03,互動式查詢,年度別，年齡別，性別，災害傷亡情形別
FALSE,環境、能源與科技,災害防救,海難事件人員傷亡情形,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=Vm%24wR!t2dz96goUJSCydxw%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,交通部,2022-05-03,互動式查詢,年度別，年齡別，性別，災害傷亡情形別
FALSE,環境、能源與科技,交通運輸,搭乘船舶旅客人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=QpZB%24T9Oep04!R2u8JBdcg%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,交通部,2022-05-19,互動式查詢,年度別，性別
TRUE,環境、能源與科技,環境、能源與科技之教育,大專校院環境相關科系(所)教師人數,民國97年至113年,b10310038丁祈,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=Ryc4qEyv%246QZ7UyL3mrDvA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-05-03,互動式查詢,縣市別，學年度別，性別，設立別
FALSE,環境、能源與科技,環境、能源與科技之教育,大專校院專任教師人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=MRupiTHw9qlw8juWgV2FjA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-05-03,互動式查詢,學年度別，領域						，職級，性別，科系3分類(人文、社會、科技)，學科別(按OECD坎培拉手冊歸類)
FALSE,環境、能源與科技,環境、能源與科技之教育,大專校院環境相關科系(所)在學學生人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=Lmdov4!8VnoITscsIe67Sg%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-05-03,互動式查詢,性別，學年度別，縣市別，設立別
FALSE,環境、能源與科技,環境、能源與科技之教育,大專校院環境相關科系(所)畢業學生人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=%24ylZP8ttLJKHt0mE2s6fdg%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-05-03,互動式查詢,性別，學年度別，縣市別，設立別
FALSE,環境、能源與科技,環境、能源與科技之教育,國中小教師數(任教領域),,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=MCrDFjK503n4jKQEcTaGRA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-01-19,互動式查詢,學年度別，性別，任教領域(自然與生活科技等)，教育階段
FALSE,環境、能源與科技,科技應用與培力,網路使用率,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=TeKN1FDbYvaT2pcx6rOk!w%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,國家發展委員會,2022-04-07,互動式查詢,年度別，年齡別，性別，縣市別
FALSE,環境、能源與科技,環境、能源與科技領域之決策者,內政部暨所屬機關各官等性別概況 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=i5oBc%24b3vQvA23UveBJwbA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,內政部,2022-05-02,統計表檢視,年度別，官等別，性別
FALSE,環境、能源與科技,環境、能源與科技領域之決策者,經濟部及所屬各行政機關職員性別統計 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=PcmA2Wv8hPpAPXN17!N%24CQ%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,經濟部,2021-07-29,統計表檢視,年度別，官等別，性別
FALSE,環境、能源與科技,環境、能源與科技領域之決策者,交通部及所屬機關(構)正式編制內職員官等統計 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=WcVERBvgm94UE6JAFTqeHw%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,交通部,2022-05-19,統計表檢視,年度別，官等別，性別
FALSE,環境、能源與科技,環境、能源與科技領域之決策者,行政院原子能委員會職員官等及性別統計 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=HBlXdKZgrGkFCK6oArnPhA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院原子能委員會,2022-03-16,統計表檢視,主管或職員，年度別，官等別，性別
FALSE,環境、能源與科技,環境、能源與科技領域之決策者,行政院農業委員會暨所屬機關職員結構 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=1SS17u8tXmZp0QVdcrEnnA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院農業委員會,2022-03-25,統計表檢視,年度別，年齡別，官等別，性別，學歷
FALSE,環境、能源與科技,環境、能源與科技領域之決策者,行政院環境保護署「決策者」性別統計 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=5G8VWPEPe9DP%24wUY6isCeA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院環境保護署,2022-03-28,統計表檢視,年度別，官等別，性別
FALSE,環境、能源與科技,環境與環境保護,環境保護財團法人基金會董事人數 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=GPqBmFEyHnS1apl%24YLfOog%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院環境保護署,2022-03-28,統計表檢視,年度別，性別，縣市別
FALSE,環境、能源與科技,環境與環境保護,環境保護財團法人基金會監察人數 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=cHUCwPv9ybOyRmAezvlhwA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院環境保護署,2022-03-28,統計表檢視,年度別，性別，縣市別
FALSE,環境、能源與科技,環境、能源與科技領域之決策者,行政院公共工程委員會員工(含技工、工友、駕駛、約聘僱人員)人數及性別比例 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=VdJ6sP69wJsJ0xsoynBj2Q%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院公共工程委員會,2021-04-07,統計表檢視,年度別，性別
FALSE,環境、能源與科技,環境、能源與科技領域之決策者,行政院公共工程委員會職員各官等性別比例 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=MQGrK0zoGscSqHpLeduzEg%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院公共工程委員會,2020-11-06,統計表檢視,年度別，性別，特任或簡任
FALSE,環境、能源與科技,環境、能源與科技領域之決策者,科技部職員官等及性別統計 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=JdaBoURLV9DWIunIDGT%24hA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,科技部,2022-01-27,統計表檢視,年度別，官等別，性別，主管或職員
FALSE,環境、能源與科技,環境、能源與科技領域之決策者,國家通訊傳播委員會職員官等及性別統計 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=zmKwET0fxZOfX6SspFMoEQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,國家通訊傳播委員會,2022-04-26,統計表檢視,主管或非主管，年度別，官等別，性別
FALSE,環境、能源與科技,環境、能源與科技之就業,消防人力 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=COfFntUAbWBpaMTXqtSOoA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,內政部消防署,2022-05-02,統計表檢視,年度別，年齡別，官職等，性別，縣市別
FALSE,環境、能源與科技,環境、能源與科技之就業,經濟部科技研究發展經費及人力統計 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=Uw48QRuEh5dlGqFi3IXNvA%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,經濟部,2022-03-08,統計表檢視,年度別，性別，學歷，職級
FALSE,環境、能源與科技,環境、能源與科技之就業,經濟部工業局所轄各工業區廠商員工性別統計 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=rLo6muPkITmp3C%247!Ud4UQ%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,經濟部工業局,2021-07-29,統計表檢視,工業區別，年度別，性別
FALSE,環境、能源與科技,環境、能源與科技之就業,運輸及倉儲業每月平均受僱員工人數及平均薪資 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=xhOaIgJUbeayibm9gQKqYg%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,交通部,2022-04-13,統計表檢視,年度別，性別，行業別，人數，平均薪資
FALSE,環境、能源與科技,環境、能源與科技之就業,住宿服務業受僱員工人數及平均薪資 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=6l3oTTG3nl8XlX4Hu%24ZPLQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,交通部,2022-04-13,統計表檢視,年度別，性別，人數，平均薪資
FALSE,環境、能源與科技,環境、能源與科技之就業,交通從業人員性別統計 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=VwdKC0s5hmmBMcIsSP9v4A%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,交通部,2021-06-10,統計表檢視,年度別，性別，類別(汽、機車、職業及普通駕駛人)
FALSE,環境、能源與科技,環境、能源與科技之就業,計程車駕駛人男女比率 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=whD4MRpTSDsaZykyZzpqgQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,交通部,2021-01-04,統計表檢視,年度別，性別，縣市別
FALSE,環境、能源與科技,環境、能源與科技之就業,核子反應器設施持照運轉員人數 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=%240hVLGr!Jec9ykPBM3iCtg%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院原子能委員會,2022-03-14,統計表檢視,年度別，性別，電廠別
FALSE,環境、能源與科技,環境、能源與科技之就業,土石流防災專員 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=rSUDnpBBGjstKEKeBaC2cA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院農業委員會,2022-03-25,統計表檢視,年度別，性別，縣市別
FALSE,環境、能源與科技,環境、能源與科技之就業,臺灣地區農林漁牧業就業人口 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=UqteHXqu5ffN6CYmCmopRw%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院農業委員會,2022-03-25,統計表檢視,性別，年度別，業別(農牧業、林業及伐木業、漁業)，縣市別
FALSE,環境、能源與科技,環境、能源與科技之就業,環境保護人員 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=u0KSguibTy3B8yxWCHvGLQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院環境保護署,2022-03-29,統計表檢視,年度別，性別，業務別，縣市別，官等別
FALSE,環境、能源與科技,環境、能源與科技之就業,環境檢驗測定機構從業人員數 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=4lhVG6irB7vd2RB9oP46SA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院環境保護署,2022-03-28,統計表檢視,人員別，年度別，性別，教育程度別，縣市別
FALSE,環境、能源與科技,環境、能源與科技之就業,廢棄物清理人員數 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=uPC63699H2IlJj5lcm9eUA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院環境保護署,2022-03-28,統計表檢視,年度別，性別，業務別，縣市別，官等別
FALSE,環境、能源與科技,環境、能源與科技之就業,環境保護專責人員合格證書核發人數 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=h8Oreti5lbFvccXrIBpMdQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院環境保護署,2022-03-28,統計表檢視,年度別，性別，專業類別
FALSE,環境、能源與科技,環境、能源與科技之就業,環境保護專責人員訓練人數 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=Ze8U6XTB%24oFHHOXRt82aOg%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院環境保護署,2022-03-28,統計表檢視,年度別，性別，專業類別
FALSE,環境、能源與科技,環境、能源與科技之就業,資源回收受輔導個體業者人數 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=ERZkOo%24!wbo7pnkB0pMNFQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院環境保護署,2022-03-28,統計表檢視,年度別，性別
FALSE,環境、能源與科技,環境、能源與科技之就業,各科執業技師人數統計 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=Qzw9wRoVYstLSoh60zmfZQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院公共工程委員會,2021-04-07,統計表檢視,年度別，性別，科別，執業方式
FALSE,環境、能源與科技,環境、能源與科技之就業,採購評選專家學者資料庫性別比例 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=sAb59VgNOJYiY8FeiN%24kEg%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院公共工程委員會,2022-03-08,統計表檢視,年度別，性別，業界專家或學者
FALSE,環境、能源與科技,環境、能源與科技之就業,研發人力 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=hJBIiKilddo8AFSoV3ZeYA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,科技部,2022-03-08,統計表檢視,人力別(研發人力、研究人力、技術人員、支援人員)，年度別，性別，執行部門(全國、企業、政府、高等教育、私人非營利)
FALSE,環境、能源與科技,環境、能源與科技之就業,科技部性別與科技研究計畫 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=My70BBSDkUPHDbaf7nX5jQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,科技部,2022-01-27,統計表檢視,年度別，性別，經費
FALSE,環境、能源與科技,環境、能源與科技之教育,專業群(職業)科學生數 *,, ,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=L5Y89YrssDS%24dNM6DnqTJg%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-04-27,統計表檢視,學年度別，性別，學科類別，設立別，年級
FALSE,環境、能源與科技,環境、能源與科技之教育,專業群(職業)畢業生數 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=HJ6RJUpWf7egntHg3vpN6g%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-04-27,統計表檢視,學年度別，性別，學科類別，設立別
FALSE,環境、能源與科技,環境、能源與科技領域之決策者,內政部暨所屬機關各官等性別概況,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=i5oBc%24b3vQvA23UveBJwbA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,內政部,2022-05-02,統計表檢視,年度別，官等別，性別
FALSE,環境、能源與科技,災害防救,道路交通事故統計,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=d8ZgKN%24iaMh%24pOTyS73CFg%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,內政部警政署,2022-04-07,統計表檢視,交通事故類別，年度別，死亡或受傷，性別
